Team_Size,Offshore_Ratio,Microservice_Deps,Helm_Template_Lines,Repo_Code_Churn,IDP_API_Calls,GitOps_Auto_Sync,Manual_Kubectl_Count,Deployment_Cycle_Time
10,0.3,10,622.0,148.0,104.0,1,0.0,25.42
11,0.334,6,403.0,208.0,0.0,0,24.0,82.09
3,0.244,7,492.0,115.0,27.0,1,14.0,47.76
7,0.753,2,231.0,136.0,14.0,1,16.0,57.04
12,0.193,20,1122.0,586.0,,0,19.0,98.38
13,0.576,3,283.0,215.0,17.0,0,23.0,76.82
7,0.223,9,528.0,,0.0,0,23.0,408.56
3,0.196,6,396.0,139.0,12.0,0,12.0,436.75
4,0.354,19,1177.0,389.0,52.0,1,10.0,72.53
15,0.402,3,68.0,228.0,0.0,0,29.0,88.53
12,0.55,6,339.0,223.0,12.0,0,17.0,70.7
4,0.637,1,20.0,67.0,29.0,1,10.0,40.56
12,0.512,6,432.0,239.0,0.0,0,30.0,90.8
8,0.262,10,,215.0,44.0,1,11.0,54.44
9,0.367,1,20.0,5.0,33.0,0,13.0,46.89
10,0.28,1,20.0,145.0,13.0,0,19.0,62.92
6,0.367,4,267.0,179.0,37.0,1,9.0,38.88
10,0.317,15,,293.0,68.0,1,8.0,55.44
7,0.214,13,726.0,283.0,44.0,0,23.0,93.18
13,0.302,1,126.0,114.0,33.0,0,12.0,46.48
7,0.506,1,20.0,106.0,54.0,1,11.0,30.68
4,0.617,5,266.0,12.0,68.0,1,0.0,18.32
5,0.113,13,586.0,421.0,39.0,0,20.0,73.81
9,0.683,6,450.0,162.0,,0,17.0,67.43
6,0.535,2,141.0,152.0,46.0,1,8.0,33.99
11,0.521,13,780.0,430.0,10.0,0,20.0,91.45
14,0.346,7,514.0,316.0,0.0,0,22.0,84.39
14,0.474,6,,195.0,34.0,0,20.0,68.88
6,0.359,1,173.0,48.0,47.0,1,0.0,23.39
14,0.289,2,194.0,109.0,4.0,0,15.0,60.8
13,0.356,6,226.0,261.0,18.0,0,13.0,59.43
3,0.897,1,90.0,124.0,19.0,0,12.0,54.93
15,0.459,6,574.0,272.0,84.0,1,7.0,37.47
10,0.197,6,405.0,223.0,80.0,1,10.0,43.72
6,0.334,5,275.0,51.0,55.0,1,4.0,24.09
9,0.58,8,492.0,417.0,36.0,0,22.0,78.79
12,0.422,5,208.0,168.0,57.0,1,5.0,29.9
4,0.357,1,180.0,122.0,60.0,1,4.0,24.84
4,0.445,7,319.0,314.0,104.0,1,0.0,26.34
6,0.538,9,554.0,437.0,80.0,1,1.0,30.31
15,0.457,1,20.0,14.0,0.0,0,16.0,58.49
4,0.385,6,465.0,244.0,102.0,0,6.0,32.54
11,0.606,2,140.0,97.0,57.0,1,3.0,23.57
8,0.462,4,334.0,145.0,75.0,1,0.0,26.45
7,0.09,11,679.0,357.0,56.0,1,17.0,60.75
5,0.27,2,185.0,254.0,44.0,0,17.0,57.1
11,0.069,1,91.0,210.0,75.0,1,1.0,10.57
13,0.725,3,140.0,119.0,14.0,0,17.0,66.14
14,0.238,8,519.0,312.0,61.0,1,6.0,42.3
4,0.462,7,395.0,166.0,53.0,1,5.0,41.99
14,0.228,1,150.0,5.0,74.0,1,0.0,8.56
8,0.622,6,114.0,205.0,2.0,0,19.0,73.55
4,0.524,1,120.0,5.0,47.0,1,8.0,27.77
9,0.159,17,973.0,472.0,48.0,1,21.0,87.56
3,0.328,13,837.0,270.0,30.0,1,11.0,58.78
7,0.654,6,522.0,189.0,55.0,0,11.0,50.76
9,0.281,7,360.0,277.0,44.0,0,10.0,53.78
4,0.462,7,426.0,193.0,25.0,1,11.0,45.97
7,0.232,3,20.0,296.0,0.0,0,27.0,78.16
4,0.615,11,535.0,289.0,47.0,0,11.0,58.65
7,0.505,11,564.0,,28.0,1,16.0,61.98
11,0.526,3,300.0,272.0,57.0,0,14.0,53.05
6,0.208,6,511.0,105.0,9.0,0,23.0,81.91
14,,1,20.0,,19.0,1,8.0,37.05
12,0.364,7,414.0,253.0,5.0,1,15.0,65.26
6,0.492,6,88.0,99.0,62.0,0,16.0,50.07
10,0.412,10,613.0,293.0,0.0,0,27.0,93.71
4,0.289,7,513.0,187.0,13.0,0,18.0,77.62
10,0.184,12,604.0,305.0,0.0,0,27.0,92.23
14,0.166,2,209.0,185.0,63.0,0,18.0,51.9
15,0.653,1,176.0,62.0,31.0,0,14.0,56.13
5,0.793,10,614.0,260.0,109.0,1,3.0,26.39
9,0.315,13,587.0,308.0,68.0,0,15.0,68.36
6,0.805,4,176.0,62.0,46.0,0,5.0,40.11
6,0.413,4,331.0,132.0,65.0,1,13.0,36.1
13,0.157,10,658.0,319.0,40.0,1,13.0,62.23
3,0.184,4,285.0,163.0,20.0,0,21.0,71.56
11,0.444,9,579.0,261.0,14.0,1,8.0,52.99
4,0.356,12,679.0,265.0,82.0,1,5.0,36.47
4,0.351,9,550.0,338.0,80.0,1,0.0,25.35
12,0.278,1,104.0,187.0,55.0,1,5.0,27.29
13,0.457,9,480.0,251.0,97.0,0,12.0,52.78
14,0.54,1,,5.0,57.0,1,3.0,25.92
5,0.682,11,624.0,175.0,19.0,0,21.0,81.04
15,0.451,5,209.0,289.0,39.0,0,14.0,58.42
15,0.302,7,394.0,329.0,47.0,1,8.0,53.92
7,0.407,6,535.0,85.0,,0,7.0,40.75
14,0.42,3,308.0,343.0,0.0,0,24.0,85.18
3,0.43,3,180.0,123.0,47.0,1,0.0,32.72
9,0.352,8,599.0,471.0,68.0,1,21.0,65.23
14,0.726,9,513.0,314.0,68.0,1,5.0,40.98
5,0.369,8,479.0,290.0,13.0,0,27.0,91.72
6,0.43,7,303.0,153.0,0.0,0,29.0,86.98
14,0.374,15,823.0,373.0,43.0,1,13.0,70.95
6,0.498,1,24.0,181.0,24.0,1,4.0,26.23
11,0.745,1,246.0,254.0,51.0,0,16.0,62.21
11,0.103,8,396.0,256.0,71.0,1,11.0,40.58
11,0.717,5,169.0,347.0,65.0,0,10.0,55.55
15,0.548,10,579.0,388.0,29.0,1,20.0,76.18
7,0.419,11,756.0,443.0,35.0,1,17.0,285.38
12,0.512,5,158.0,174.0,105.0,1,0.0,18.92
5,0.288,2,28.0,62.0,15.0,0,21.0,59.96
15,0.249,22,1206.0,586.0,51.0,1,21.0,88.68
3,0.556,1,20.0,34.0,92.0,1,0.0,4.55
8,0.44,5,308.0,180.0,19.0,1,11.0,50.84
12,0.398,12,666.0,341.0,91.0,1,5.0,44.45
3,0.055,7,305.0,218.0,52.0,1,6.0,34.96
9,0.269,3,,71.0,46.0,0,19.0,55.51
4,0.599,10,536.0,163.0,87.0,1,10.0,37.28
6,0.432,5,451.0,184.0,64.0,1,3.0,29.66
10,0.439,1,50.0,189.0,30.0,0,8.0,41.43
6,0.661,4,,247.0,66.0,0,17.0,56.67
11,0.077,11,783.0,304.0,54.0,1,11.0,48.83
4,0.661,5,236.0,125.0,36.0,1,4.0,28.59
7,0.478,1,256.0,133.0,63.0,1,9.0,33.44
12,0.694,5,393.0,236.0,,0,24.0,83.28
8,0.42,9,663.0,256.0,44.0,0,11.0,64.53
7,0.155,7,416.0,137.0,0.0,0,26.0,78.28
10,0.34,1,20.0,5.0,0.0,1,11.0,40.12
9,0.228,7,405.0,274.0,9.0,1,9.0,48.83
8,0.806,2,257.0,220.0,2.0,0,22.0,76.32
9,,2,246.0,83.0,72.0,0,11.0,54.88
4,0.612,11,520.0,362.0,25.0,1,19.0,70.05
7,0.778,7,385.0,102.0,77.0,1,9.0,38.26
10,0.648,3,278.0,167.0,8.0,0,29.0,86.18
10,0.475,2,157.0,110.0,53.0,0,6.0,33.19
15,0.193,4,120.0,145.0,0.0,0,33.0,89.3
8,0.143,9,526.0,336.0,60.0,1,11.0,52.25
5,0.439,14,660.0,360.0,3.0,0,27.0,93.97
10,0.231,11,786.0,434.0,0.0,1,21.0,81.92
10,,4,226.0,138.0,66.0,1,6.0,28.3
15,0.228,3,294.0,264.0,15.0,0,28.0,85.12
8,0.833,1,20.0,5.0,70.0,0,13.0,48.88
10,,1,20.0,55.0,16.0,1,10.0,34.84
3,0.153,9,642.0,309.0,40.0,1,12.0,47.9
11,0.465,1,20.0,277.0,44.0,1,3.0,190.74
7,,8,403.0,163.0,54.0,1,9.0,43.14
7,0.374,7,356.0,220.0,44.0,1,8.0,39.09
6,0.799,10,463.0,306.0,54.0,1,11.0,63.42
4,0.502,7,502.0,216.0,,0,13.0,61.44
9,0.582,11,602.0,310.0,0.0,1,23.0,92.11
12,0.617,19,1062.0,476.0,74.0,0,14.0,75.94
13,0.222,4,20.0,163.0,24.0,0,17.0,58.88
7,0.091,1,20.0,27.0,46.0,0,17.0,44.45
7,0.227,14,680.0,308.0,35.0,0,20.0,79.86
9,0.408,8,568.0,315.0,36.0,1,9.0,47.11
4,,10,544.0,240.0,52.0,1,12.0,49.66
15,0.667,7,428.0,402.0,58.0,1,16.0,72.81
9,0.134,19,1024.0,457.0,93.0,1,4.0,47.1
13,0.473,6,370.0,178.0,21.0,0,13.0,59.17
14,0.534,2,162.0,201.0,9.0,0,21.0,72.74
3,0.602,8,619.0,155.0,37.0,1,19.0,61.69
13,0.291,11,648.0,411.0,0.0,0,15.0,75.15
13,0.232,1,173.0,108.0,0.0,0,20.0,63.83
3,0.14,15,866.0,317.0,36.0,0,19.0,82.6
10,0.182,1,20.0,142.0,108.0,1,0.0,7.18
9,0.52,7,495.0,245.0,33.0,0,17.0,65.47
7,0.406,2,273.0,170.0,33.0,1,2.0,31.04
7,0.516,1,186.0,67.0,0.0,0,24.0,73.33
9,0.611,1,201.0,26.0,84.0,1,5.0,20.39
9,0.395,4,480.0,241.0,86.0,1,1.0,24.42
15,0.436,2,384.0,246.0,2.0,0,18.0,77.66
3,0.512,1,140.0,5.0,61.0,1,1.0,12.08
5,0.572,10,687.0,410.0,73.0,1,5.0,45.91
12,0.589,11,687.0,364.0,65.0,0,13.0,62.8
5,0.71,11,545.0,279.0,,0,32.0,107.54
4,0.752,10,619.0,249.0,17.0,0,27.0,92.33
15,0.699,7,319.0,299.0,73.0,0,11.0,57.64
14,0.5,12,532.0,369.0,4.0,0,28.0,104.78
7,0.726,1,49.0,95.0,48.0,0,5.0,36.01
13,0.466,14,842.0,,24.0,1,16.0,71.82
9,0.311,9,526.0,,43.0,1,4.0,38.09
10,0.439,1,20.0,5.0,22.0,0,14.0,51.76
11,0.512,10,641.0,411.0,50.0,1,9.0,52.06
13,0.17,8,369.0,290.0,29.0,1,1.0,38.28
9,0.414,12,690.0,,24.0,1,15.0,69.38
5,0.301,8,456.0,207.0,72.0,0,8.0,38.85
6,0.221,10,455.0,212.0,49.0,1,16.0,53.11
3,0.611,7,536.0,132.0,,0,32.0,94.44
5,0.349,7,417.0,150.0,24.0,1,12.0,49.17
4,0.583,1,146.0,95.0,,0,34.0,91.37
3,0.628,8,320.0,134.0,30.0,0,21.0,69.22
10,,1,50.0,172.0,18.0,0,15.0,54.89
3,0.086,3,164.0,123.0,52.0,1,11.0,30.58
4,0.617,3,184.0,25.0,22.0,1,12.0,43.67
14,0.094,9,578.0,199.0,76.0,1,14.0,48.08
8,0.484,13,653.0,287.0,30.0,1,14.0,68.15
11,0.486,3,165.0,185.0,8.0,0,20.0,72.22
5,0.7,6,324.0,183.0,49.0,1,6.0,34.69
11,0.686,5,290.0,101.0,0.0,0,34.0,93.95
11,0.476,3,147.0,321.0,14.0,0,16.0,61.76
5,0.265,11,528.0,,,0,20.0,70.79
4,,2,55.0,5.0,72.0,1,0.0,13.58
5,0.34,2,78.0,165.0,25.0,1,12.0,40.46
5,0.031,5,258.0,144.0,36.0,1,12.0,38.99
12,0.455,1,20.0,5.0,52.0,0,11.0,40.14
4,0.678,8,476.0,170.0,19.0,0,21.0,73.18
14,0.466,16,903.0,511.0,78.0,0,22.0,92.12
8,0.598,7,482.0,307.0,54.0,0,15.0,63.04
13,0.057,11,,236.0,37.0,1,12.0,64.47
15,0.32,15,754.0,469.0,18.0,1,15.0,74.0
5,0.422,1,74.0,5.0,66.0,1,5.0,26.14
13,0.203,1,128.0,85.0,37.0,0,9.0,42.8
11,0.129,8,366.0,140.0,73.0,1,4.0,26.32
9,0.574,1,27.0,70.0,12.0,0,17.0,70.98
13,0.463,5,333.0,237.0,0.0,0,19.0,76.54
12,0.39,6,284.0,226.0,32.0,1,12.0,56.9
15,0.183,21,1142.0,479.0,38.0,1,16.0,81.17
14,0.3,4,,293.0,41.0,0,16.0,60.61
3,0.753,10,511.0,212.0,52.0,1,11.0,47.54
9,0.576,3,214.0,133.0,17.0,1,15.0,56.34
15,0.388,14,761.0,459.0,45.0,0,23.0,103.98
12,0.255,10,543.0,276.0,0.0,0,21.0,84.79
10,0.588,1,174.0,139.0,0.0,0,26.0,78.67
15,0.188,9,639.0,326.0,52.0,0,20.0,71.86
4,0.58,3,154.0,105.0,59.0,1,5.0,22.8
10,0.23,5,296.0,181.0,17.0,0,14.0,64.6
8,0.389,2,208.0,275.0,109.0,1,0.0,13.75
6,0.411,1,57.0,82.0,64.0,0,8.0,35.48
6,0.015,2,62.0,78.0,45.0,1,17.0,41.86
6,0.667,7,512.0,120.0,12.0,0,18.0,71.3
13,0.185,1,,76.0,,1,12.0,37.52
14,0.534,10,684.0,231.0,61.0,1,11.0,54.66
12,0.454,4,412.0,222.0,6.0,0,15.0,64.92
12,0.784,11,638.0,422.0,107.0,1,8.0,47.73
13,0.587,4,187.0,237.0,37.0,0,17.0,62.51
11,0.339,1,73.0,85.0,26.0,1,9.0,38.66
3,0.205,8,205.0,149.0,58.0,0,9.0,44.09
15,0.71,14,831.0,340.0,37.0,0,22.0,99.14
9,0.426,10,531.0,231.0,77.0,1,4.0,32.35
6,0.263,3,102.0,197.0,42.0,1,4.0,26.62
3,0.324,3,,232.0,61.0,0,9.0,38.51
4,0.269,8,453.0,294.0,94.0,1,0.0,18.66
10,0.735,2,221.0,127.0,35.0,1,4.0,28.76
9,0.284,4,298.0,49.0,53.0,1,5.0,30.8
5,0.46,4,381.0,120.0,87.0,1,3.0,116.12
10,0.11,6,311.0,,41.0,1,16.0,54.33
10,0.424,7,491.0,336.0,40.0,0,1.0,43.73
14,,1,20.0,76.0,57.0,1,8.0,28.17
3,0.48,4,,154.0,21.0,1,18.0,52.36
3,,3,204.0,109.0,93.0,1,0.0,6.01
7,0.654,5,383.0,127.0,51.0,0,9.0,46.02
9,0.621,6,350.0,84.0,24.0,0,18.0,68.73
14,0.043,1,115.0,14.0,,0,20.0,70.79
9,0.296,6,399.0,262.0,,1,5.0,32.65
13,0.728,7,509.0,319.0,0.0,0,15.0,77.22
3,0.546,7,356.0,200.0,48.0,0,19.0,60.74
6,0.099,1,61.0,72.0,46.0,1,9.0,28.7
10,0.612,5,412.0,69.0,16.0,0,15.0,63.41
4,0.056,5,161.0,260.0,51.0,1,8.0,35.88
15,0.657,4,299.0,194.0,61.0,1,9.0,48.99
11,0.134,3,295.0,332.0,33.0,0,24.0,81.35
3,0.246,7,568.0,118.0,38.0,0,19.0,61.75
12,0.441,7,383.0,270.0,24.0,0,20.0,70.59
7,0.235,6,400.0,200.0,38.0,0,15.0,54.41
7,0.581,1,20.0,5.0,58.0,1,0.0,12.02
10,0.458,1,20.0,5.0,47.0,0,5.0,31.29
8,0.349,9,583.0,,44.0,1,9.0,50.99
3,0.507,7,434.0,246.0,19.0,1,12.0,50.71
12,0.397,13,,296.0,46.0,0,14.0,88.1
5,0.755,11,521.0,249.0,46.0,1,14.0,54.91
6,0.838,1,38.0,102.0,37.0,0,3.0,39.23
6,0.396,7,292.0,133.0,29.0,0,17.0,60.89
11,0.32,8,459.0,321.0,85.0,1,4.0,31.9
13,0.546,1,180.0,,16.0,0,15.0,58.43
3,0.489,8,503.0,101.0,24.0,0,17.0,65.5
9,0.627,10,570.0,222.0,48.0,1,14.0,71.64
10,0.411,1,20.0,5.0,0.0,0,22.0,63.94
5,0.404,5,211.0,194.0,75.0,1,7.0,25.63
8,0.321,7,408.0,352.0,35.0,1,19.0,76.15
7,0.733,13,682.0,381.0,67.0,0,15.0,68.11
9,0.503,8,460.0,144.0,54.0,1,7.0,39.81
8,0.175,2,75.0,175.0,0.0,0,21.0,65.76
12,0.77,2,65.0,157.0,20.0,0,13.0,56.97
7,0.302,4,477.0,,12.0,0,19.0,78.94
8,0.328,6,372.0,174.0,0.0,0,27.0,86.51
5,0.318,6,413.0,70.0,9.0,1,18.0,54.19
12,0.87,10,632.0,316.0,29.0,0,18.0,84.12
4,0.517,6,393.0,182.0,60.0,1,7.0,32.85
14,0.794,1,20.0,91.0,36.0,0,7.0,46.39
5,0.154,1,32.0,40.0,6.0,0,27.0,66.21
14,0.535,1,125.0,5.0,60.0,0,6.0,31.68
12,0.285,10,549.0,310.0,28.0,1,14.0,62.04
10,0.125,8,470.0,135.0,61.0,1,0.0,19.68
15,0.51,6,371.0,130.0,39.0,0,13.0,61.46
8,0.23,5,386.0,162.0,65.0,1,6.0,29.87
15,0.522,16,929.0,368.0,14.0,0,35.0,120.96
10,0.467,6,252.0,254.0,73.0,0,0.0,39.97
11,,11,497.0,,36.0,0,14.0,73.24
9,0.115,6,465.0,260.0,16.0,1,11.0,55.79
15,0.689,2,20.0,214.0,0.0,0,21.0,77.41
13,0.048,2,83.0,146.0,70.0,1,5.0,21.86
11,0.175,11,750.0,334.0,0.0,0,20.0,86.38
3,0.489,10,362.0,259.0,40.0,0,14.0,59.81
12,0.17,4,349.0,239.0,26.0,0,15.0,60.03
15,0.758,2,20.0,50.0,70.0,1,7.0,27.68
15,0.246,8,568.0,394.0,62.0,1,2.0,45.34
3,0.303,8,,141.0,27.0,1,13.0,52.86
12,0.604,8,373.0,376.0,52.0,0,17.0,70.9
6,0.274,7,452.0,221.0,75.0,0,10.0,49.83
8,0.364,14,891.0,484.0,35.0,1,12.0,421.35
4,0.54,6,272.0,244.0,58.0,0,13.0,59.04
5,0.463,1,20.0,44.0,33.0,0,8.0,47.0
7,0.725,3,183.0,124.0,30.0,0,21.0,70.96
10,0.446,8,301.0,238.0,0.0,0,16.0,74.36
9,0.598,7,537.0,196.0,0.0,0,20.0,76.04
7,0.647,11,648.0,199.0,96.0,1,0.0,104.4
4,0.206,5,,204.0,43.0,1,8.0,40.63
14,0.046,9,416.0,302.0,12.0,0,25.0,90.84
11,0.104,14,742.0,430.0,5.0,0,21.0,92.88
13,0.66,12,644.0,329.0,51.0,0,12.0,66.01
3,0.314,6,,158.0,51.0,0,12.0,57.33
6,0.386,13,,444.0,41.0,0,21.0,83.95
11,0.224,9,617.0,225.0,28.0,1,14.0,56.75
10,0.426,18,1020.0,448.0,54.0,1,4.0,52.74
5,0.306,5,319.0,185.0,33.0,1,12.0,43.33
7,0.53,6,276.0,172.0,45.0,1,8.0,41.53
12,0.103,1,139.0,116.0,37.0,1,17.0,46.04
5,0.59,1,133.0,17.0,27.0,0,15.0,259.15
10,0.828,7,428.0,264.0,41.0,0,18.0,78.45
10,0.208,3,136.0,84.0,9.0,0,14.0,52.92
12,0.29,4,110.0,85.0,69.0,1,0.0,17.12
15,0.583,5,,155.0,37.0,1,7.0,43.97
15,0.161,15,897.0,490.0,67.0,1,6.0,64.0
15,0.75,4,285.0,101.0,54.0,0,18.0,68.65
5,0.289,14,796.0,364.0,0.0,1,27.0,95.23
13,0.236,5,212.0,313.0,56.0,1,6.0,40.57
14,0.125,1,63.0,43.0,1.0,0,15.0,58.38
12,0.374,8,396.0,220.0,9.0,1,18.0,69.15
6,0.521,12,599.0,461.0,32.0,0,20.0,77.8
4,0.178,4,190.0,159.0,60.0,1,13.0,36.1
3,0.134,4,245.0,5.0,47.0,0,7.0,34.1
15,0.268,9,706.0,305.0,32.0,0,31.0,96.85
3,0.518,1,90.0,5.0,69.0,0,10.0,33.62
11,0.28,9,464.0,318.0,45.0,0,13.0,62.93
3,0.276,5,274.0,,34.0,1,16.0,43.74
10,0.548,10,610.0,,26.0,1,17.0,61.98
13,0.103,8,579.0,448.0,30.0,1,14.0,63.0
13,0.453,12,726.0,396.0,53.0,0,10.0,84.03
8,0.6,15,956.0,406.0,0.0,0,22.0,94.39
7,0.387,4,214.0,175.0,35.0,1,8.0,39.82
11,0.253,10,513.0,479.0,59.0,1,13.0,56.1
8,0.24,4,218.0,234.0,58.0,0,20.0,61.45
6,0.562,1,20.0,5.0,69.0,1,9.0,26.27
12,0.449,2,92.0,170.0,37.0,0,13.0,48.93
11,0.682,10,586.0,250.0,54.0,0,12.0,60.42
4,0.311,11,608.0,400.0,56.0,1,6.0,47.47
5,0.335,8,448.0,187.0,44.0,1,20.0,66.18
7,0.379,6,463.0,173.0,27.0,1,12.0,48.04
14,0.463,1,20.0,162.0,80.0,1,0.0,13.66
6,0.364,1,109.0,147.0,9.0,0,23.0,66.51
7,0.423,1,20.0,5.0,11.0,0,15.0,48.83
10,0.3,12,724.0,191.0,9.0,0,17.0,81.23
9,0.627,12,585.0,374.0,35.0,0,25.0,90.44
4,0.274,1,,95.0,48.0,1,2.0,15.16
5,0.123,4,262.0,35.0,38.0,0,21.0,57.84
12,0.328,16,817.0,309.0,36.0,0,17.0,81.26
15,0.477,7,392.0,264.0,35.0,1,9.0,48.7
15,0.444,6,253.0,249.0,39.0,1,10.0,46.93
7,0.47,9,498.0,224.0,0.0,0,25.0,91.5
14,0.657,1,182.0,32.0,64.0,1,9.0,30.37
15,0.605,4,179.0,297.0,0.0,0,25.0,89.41
10,0.549,1,20.0,182.0,,1,0.0,12.68
5,0.759,4,120.0,353.0,0.0,0,18.0,71.09
5,0.562,3,124.0,160.0,65.0,0,7.0,42.68
8,0.059,1,109.0,5.0,53.0,1,10.0,25.13
7,0.725,10,645.0,245.0,0.0,0,29.0,97.49
14,0.178,11,612.0,480.0,40.0,0,17.0,78.0
3,0.47,8,456.0,152.0,67.0,1,7.0,40.88
3,0.451,15,809.0,496.0,22.0,0,25.0,93.95
14,0.398,1,72.0,187.0,92.0,1,4.0,26.57
8,0.299,1,104.0,23.0,29.0,0,16.0,61.03
13,0.244,2,130.0,172.0,14.0,1,13.0,52.12
3,0.644,1,28.0,5.0,0.0,0,22.0,63.75
6,0.273,7,491.0,209.0,38.0,1,6.0,35.28
13,0.501,4,246.0,296.0,1.0,0,20.0,80.1
12,0.887,1,20.0,123.0,17.0,0,5.0,46.59
13,0.746,16,853.0,,1.0,0,33.0,116.23
15,0.489,1,20.0,18.0,45.0,0,1.0,34.69
6,0.429,1,20.0,95.0,39.0,0,21.0,58.92
12,0.317,15,1021.0,416.0,0.0,0,38.0,125.88
9,0.131,1,20.0,149.0,42.0,1,7.0,39.9
10,0.291,1,20.0,48.0,52.0,1,16.0,40.33
14,0.232,1,,93.0,8.0,0,15.0,55.85
13,0.425,7,462.0,258.0,0.0,0,31.0,99.28
6,0.221,13,882.0,329.0,40.0,0,21.0,82.14
15,0.412,4,137.0,161.0,68.0,1,2.0,32.99
3,0.336,8,531.0,149.0,73.0,1,10.0,38.73
9,0.463,11,637.0,397.0,39.0,0,15.0,69.03
7,0.585,8,510.0,218.0,7.0,0,26.0,90.24
7,0.579,1,,29.0,25.0,1,8.0,31.52
7,0.343,3,241.0,138.0,47.0,1,8.0,31.83
3,0.07,1,93.0,21.0,83.0,1,2.0,14.57
6,0.379,7,370.0,265.0,35.0,1,10.0,44.16
15,0.172,1,187.0,12.0,35.0,0,21.0,61.92
12,0.496,1,39.0,5.0,59.0,0,2.0,23.2
5,0.244,6,374.0,126.0,31.0,1,14.0,60.24
3,0.725,7,376.0,362.0,0.0,0,32.0,110.82
13,0.626,1,20.0,86.0,19.0,0,6.0,41.81
4,0.205,6,307.0,172.0,28.0,1,15.0,49.01
5,0.288,2,28.0,62.0,15.0,0,21.0,59.96
11,0.258,1,20.0,18.0,34.0,1,17.0,40.08
6,0.188,9,598.0,182.0,19.0,0,18.0,71.25
14,0.622,11,612.0,307.0,6.0,1,18.0,76.59
14,0.459,17,856.0,438.0,48.0,1,18.0,81.49
5,0.737,5,271.0,138.0,84.0,1,0.0,16.49
6,0.613,4,368.0,60.0,77.0,1,0.0,40.48
8,0.139,10,603.0,254.0,33.0,1,17.0,68.54
6,,8,494.0,,55.0,1,0.0,26.57
12,0.289,16,924.0,378.0,56.0,0,22.0,83.8
10,0.345,1,20.0,5.0,46.0,1,0.0,13.61
7,0.439,19,1041.0,457.0,38.0,0,21.0,89.22
14,0.343,7,438.0,224.0,41.0,0,23.0,80.3
8,0.777,4,108.0,35.0,89.0,1,0.0,12.92
7,0.135,1,20.0,5.0,68.0,1,4.0,18.54
9,0.243,3,273.0,97.0,43.0,0,19.0,63.76
9,0.215,15,722.0,384.0,50.0,1,8.0,61.03
4,0.004,1,84.0,141.0,18.0,0,20.0,56.02
5,0.167,18,852.0,337.0,87.0,1,16.0,57.5
3,0.141,4,252.0,140.0,39.0,0,7.0,45.78
5,0.05,4,436.0,207.0,14.0,0,23.0,67.28
11,0.055,7,420.0,245.0,42.0,1,11.0,52.79
4,0.599,9,480.0,344.0,27.0,0,24.0,81.13
6,0.414,8,417.0,281.0,40.0,0,16.0,67.62
3,0.11,10,547.0,371.0,13.0,0,20.0,75.67
5,0.307,6,464.0,169.0,23.0,0,12.0,52.43
12,0.355,4,206.0,92.0,83.0,1,0.0,23.0
12,0.378,1,137.0,96.0,29.0,1,0.0,19.36
3,0.257,10,485.0,245.0,13.0,0,23.0,85.12
12,0.775,7,419.0,171.0,0.0,0,31.0,97.59
15,0.354,1,20.0,184.0,56.0,0,8.0,42.95
5,0.526,1,259.0,57.0,41.0,1,6.0,28.1
3,,5,382.0,359.0,65.0,1,0.0,21.02
9,0.566,6,477.0,254.0,41.0,1,8.0,41.4
14,0.272,2,195.0,,37.0,0,14.0,65.74
13,0.394,1,20.0,235.0,0.0,1,18.0,56.01
12,0.218,1,20.0,5.0,66.0,1,0.0,11.35
12,0.338,10,549.0,292.0,39.0,0,10.0,61.08
15,0.598,6,234.0,165.0,22.0,1,9.0,51.22
8,0.187,9,428.0,196.0,60.0,1,5.0,35.67
14,0.616,7,429.0,262.0,2.0,1,12.0,60.78
3,0.464,4,74.0,219.0,21.0,0,16.0,56.94
12,0.437,7,476.0,163.0,20.0,0,13.0,69.71
7,0.503,2,20.0,54.0,54.0,0,11.0,43.02
11,0.06,8,432.0,301.0,26.0,0,24.0,80.19
13,0.291,8,295.0,197.0,64.0,1,0.0,23.69
15,0.509,7,394.0,205.0,63.0,1,5.0,40.19
15,0.358,10,547.0,391.0,7.0,0,17.0,80.26
8,0.447,2,231.0,85.0,17.0,0,19.0,64.01
8,0.814,2,315.0,94.0,,1,14.0,53.52
15,0.381,1,20.0,199.0,45.0,0,8.0,41.72
5,,7,301.0,331.0,13.0,1,16.0,61.33
15,0.473,1,202.0,,54.0,1,5.0,37.78
12,0.171,7,347.0,285.0,92.0,1,8.0,50.1
9,0.321,12,784.0,367.0,69.0,1,2.0,40.47
13,0.592,12,746.0,295.0,46.0,1,13.0,62.3
9,0.316,5,458.0,25.0,64.0,0,11.0,202.1
5,0.349,12,739.0,247.0,30.0,1,12.0,55.16
9,0.479,1,20.0,100.0,11.0,0,13.0,51.05
3,0.096,1,87.0,137.0,28.0,1,5.0,24.68
7,0.452,1,20.0,79.0,20.0,1,5.0,28.93
6,0.725,6,382.0,152.0,41.0,0,14.0,56.46
15,0.48,8,499.0,273.0,24.0,1,13.0,57.48
9,0.473,6,390.0,163.0,10.0,0,12.0,69.4
7,0.178,11,550.0,197.0,31.0,1,16.0,59.62
15,0.23,9,396.0,317.0,37.0,0,23.0,76.98
13,0.447,10,609.0,322.0,28.0,0,20.0,82.11
10,0.192,5,371.0,162.0,38.0,1,10.0,39.65
15,0.474,3,400.0,141.0,,1,0.0,17.42
